"X"	"PD_3_VTA"	"PD_4_SNc"	"PD_5_SNc"	"PD_4_VTA"	"PD_2_SNc"	"PD_5_VTA"	"PD_3_SNc"	"PD_1_SNc"	"PD_1_VTA"
"LTBP4"	1	0	1	0	4	7	0	0	0
"C3orf58"	11	0	20	4	13	1	1	2	0
"NR4A1"	0	0	0	0	1	0	0	0	0
"CCDC171"	188	0	39	1	12	11	1	8	60
"ZNF584"	3	0	0	0	31	0	0	7	0
"HS6ST3"	10	28	64	36	42	1	53	14	26
"ORAOV1"	0	0	0	0	6	0	1	6	0
"DZIP1L"	0	0	0	0	0	0	0	0	0
"PLBD2"	341	32	273	134	325	37	83	276	201
"SAMD14"	8	0	1	0	0	0	2	10	1
"PER3"	8	0	3	0	1	0	2	2	2
"FURIN"	26	0	16	9	11	27	10	4	24
"CDK2AP1"	7	0	3	0	0	2	0	0	2
"TTLL6"	0	0	0	0	0	0	0	0	0
"HRK"	0	0	0	0	0	0	0	0	0
"HAUS7"	0	2	0	0	0	0	0	0	0
"PGR"	23	24	14	2	22	0	33	5	9
"LINC00483"	0	0	0	0	0	0	0	0	0
"SEL1L2"	0	0	0	0	0	0	0	0	0
"LOC101928626"	0	0	0	0	0	0	0	0	0
"LOC101927876"	0	0	0	0	0	0	0	0	0
"CFAP221"	0	0	0	0	6	0	0	0	1
"POTEB+POTEB2"	0	0	0	0	0	0	0	0	0
"TM7SF2"	0	8	96	20	79	0	6	7	17
"MROH5"	0	0	0	0	0	0	0	0	0
"LIPE-AS1"	0	0	0	0	0	0	0	0	0
"TAT-AS1"	0	0	0	0	0	0	0	0	0
"LOC729218"	0	0	0	0	0	0	0	0	0
"LOC100996455"	0	0	0	0	0	0	0	0	0
"ATG9B"	8	0	2	0	3	0	2	0	0
"UBE2W"	224	48	180	52	89	1	52	66	59
"EPGN"	0	0	0	0	0	0	0	0	0
"ANKFY1"	48	0	45	0	9	0	19	69	1
"SERPINB1"	0	2	26	18	8	0	15	7	14
"GBA3"	0	0	0	0	0	0	0	0	0
"WDR72"	0	0	0	0	1	12	0	0	0
"GCDH"	13	0	0	0	8	0	2	2	1
"KTN1"	102	24	249	34	306	111	118	90	283
"LOC101928767"	0	0	0	0	0	0	0	0	0
"BASP1P1"	0	0	0	0	0	0	0	0	0
"SLC18A1"	0	0	46	0	0	3	47	0	0
"PPBP"	0	0	0	0	0	0	0	0	0
"PAIP2"	81	0	41	11	2	8	3	76	157
"JKAMP"	178	84	12	10	33	41	7	84	1
"UBXN6"	81	25	45	14	61	5	45	51	21
"TCEAL3"	117	0	24	20	22	3	18	41	19
"MKRN1"	135	16	79	102	171	27	3	162	36
"PDGFA"	52	21	97	131	28	49	99	49	108
"PBX4"	0	0	0	0	0	0	1	0	0
"NFATC1"	0	0	0	0	1	0	0	0	0
"RPPH1"	0	0	0	0	0	0	0	0	0
"RNF214"	52	0	4	18	3	0	3	0	26
"CNGB1"	27	0	17	0	2	8	1	0	0
"LINC01378"	0	0	0	0	0	0	0	0	0
"LINC01337"	0	0	0	0	0	0	0	0	0
"CERKL"	0	0	0	0	0	0	0	0	0
"PSMB11"	0	0	0	0	0	0	0	0	0
"POTEF"	0	0	2	1	0	0	1	0	1
"SLC35E2B"	18	0	0	0	13	0	0	0	5
"TBC1D14"	0	0	8	0	11	0	0	0	0
"GBP5"	0	0	0	0	0	0	0	0	0
"EDDM3A"	0	0	0	0	0	0	0	0	0
"EDDM3B"	0	0	0	0	0	0	0	0	0
"ECRP"	0	0	0	0	0	0	0	0	0
"CRISPLD1"	10	0	1	3	0	0	1	0	1
"LINC01213"	0	0	0	0	0	0	0	0	0
"APH1B"	8	4	12	0	2	1	43	13	41
"TNFSF13B"	37	33	107	36	43	6	39	27	32
"AMICA1"	0	0	0	0	0	0	0	0	0
"ARMC12"	0	0	0	0	0	0	0	0	0
"C2orf43"	0	0	0	0	0	0	0	0	0
"CENPE"	53	0	3	0	51	0	0	0	94
"TPPP2"	0	0	0	0	0	0	0	0	0
"HIF1A"	300	62	179	52	191	38	86	78	121
"GPANK1"	3	0	2	11	4	0	6	0	6
"PCDHGB7"	0	0	0	0	0	0	0	0	0
"TAF1A"	9	8	4	1	0	0	3	0	3
"DESI2"	18	3	18	0	33	1	6	54	206
"TRAF1"	0	0	0	0	0	0	0	0	0
"PSMD1"	279	92	184	40	286	120	48	64	93
"TMEM99"	4	0	0	0	0	0	6	0	1
"TNPO3"	13	1	34	58	30	18	22	57	44
"SNORD9"	0	0	0	0	0	0	0	0	0
"SNORD8"	0	0	0	0	0	0	0	0	0
"NDUFAF7"	30	0	10	0	12	6	16	4	3
"ASRGL1"	55	4	40	4	18	0	11	44	41
"TLE1"	5	0	9	0	1	6	4	0	5
"KCNK1"	13	0	31	0	0	3	0	0	0
"KCNJ15"	0	0	0	0	0	0	0	0	0
"FLII"	126	18	123	42	46	3	44	35	49
"POLR2G"	40	2	16	3	1	12	5	4	9
"HMMR"	0	0	0	0	0	0	0	7	0
"ITGB6"	0	0	0	0	0	0	0	0	0
"OTOG"	0	0	0	0	0	0	0	0	0
"CCNT1"	123	8	48	5	27	17	22	66	85
"RUNX2"	0	0	1	0	1	0	0	0	0
"UBXN8"	99	1	4	1	48	1	0	0	131
"SLC25A14"	63	0	44	5	6	8	21	1	0
"CORIN"	1	4	10	0	0	1	11	3	0
"GRM1"	37	3	75	118	59	0	24	33	254
"C11orf54"	45	0	59	0	59	19	19	5	36
"OSBP2"	18	8	20	11	34	1	7	20	15
"RBM7"	7	0	18	0	1	0	3	0	1
"SV2A"	1692	76	1036	267	501	90	385	447	374
"WDR83OS"	145	0	26	45	66	1	12	11	57
"HSD17B12"	264	72	130	48	197	40	43	84	84
"INSIG2"	505	34	76	22	22	7	60	18	61
"CHCHD2"	379	52	160	102	91	24	75	93	189
"SV2B"	911	33	455	145	303	408	71	202	417
"CPQ"	0	0	7	1	10	0	4	6	15
"RRNAD1"	15	20	20	5	23	7	1	0	17
"AGBL4"	0	43	17	0	0	0	1	1	0
"AZIN1"	97	120	38	98	57	83	138	86	177
"COPG1"	162	11	178	30	109	21	86	62	126
"HSPB11"	0	0	0	119	3	1	0	22	1
"RNFT1"	2	0	0	0	17	1	0	0	1
"PSTPIP2"	0	0	3	0	13	0	6	0	1
"MAGEE1"	204	5	71	60	72	63	37	67	90
"ZNF14"	0	0	2	0	0	0	0	0	1
"AP5S1"	107	4	15	0	3	26	1	4	4
"SLC46A2"	0	0	0	0	0	0	0	0	0
"DEFB123"	0	0	0	0	0	0	0	0	0
"CDYL"	2	0	0	0	4	0	0	0	32
"TYMP"	0	0	0	0	0	0	1	0	0
"CYP26B1"	0	0	0	0	0	0	0	0	0
"AOC3"	0	0	0	0	0	0	0	0	0
"FBXO7"	62	7	24	14	64	2	38	5	13
"DLL3"	0	6	0	0	3	0	0	0	13
"HIST1H4I"	0	0	0	4	0	0	0	1	0
"MYBL2"	0	0	0	0	0	0	0	0	0
"MYBPC1"	83	0	0	1	2	0	4	0	0
"RWDD3"	3	0	0	0	13	0	2	0	0
"CACNA1E"	176	10	331	13	187	54	116	22	126
"SHOX"	6	3	3	6	3	2	7	2	3
"RFX5"	0	0	2	1	0	13	0	0	0
"SELE"	0	0	0	0	0	0	0	0	0
"RAG1"	0	0	0	0	0	0	0	0	18
"IL1A"	0	0	0	0	0	0	0	0	0
"IL10"	0	0	0	0	0	0	0	0	0
"FCGR3A"	0	0	0	0	0	0	0	0	0
"PLEC"	91	4	74	17	20	2	28	13	24
"PHEX"	0	0	12	0	0	0	0	0	2
"EPHA5"	100	8	42	45	69	27	23	110	153
"KRT82"	0	0	0	0	0	0	0	0	0
"MUC13"	0	0	0	0	0	0	0	0	0
"TSLP"	0	0	0	0	0	0	0	0	0
"TMEM241"	0	1	0	0	1	0	0	1	0
"SUCNR1"	0	0	0	0	0	0	0	0	0
"PCDH8"	339	34	323	115	261	85	89	5	192
"ZNF285"	32	0	0	2	4	0	2	1	0
"SFRP1"	79	11	2	29	15	10	3	1	1
"REG1A"	0	0	0	0	0	0	0	0	0
"PSMA4"	156	7	134	51	98	52	37	16	199
"CTNNA1"	62	2	20	3	19	33	10	18	2
"PSG11"	0	0	0	0	0	0	0	0	0
"PSG6"	0	0	0	0	0	1	0	0	0
"SSX6"	0	0	0	0	0	0	0	0	0
"LOC644189"	0	0	0	0	0	0	0	0	0
"FRMD8P1"	0	0	0	0	0	0	0	0	0
"TMEM30C"	0	0	0	0	0	0	0	0	0
"PIGP"	12	3	7	1	21	4	1	9	3
"BCORP1"	0	0	0	0	0	0	0	0	0
"LOC441454"	0	0	0	0	0	0	0	0	0
"LOC100287704+LOC100287834"	0	0	0	0	0	0	0	0	0
"LOC100287834"	0	0	0	0	0	0	0	0	0
"FAM183B"	0	0	0	0	0	0	0	0	0
"TRIM53AP"	0	0	0	0	0	0	0	0	0
"LINC01098"	0	0	0	0	0	0	0	0	0
"KRT18P55"	0	0	0	0	0	0	0	0	0
"DNAJC7"	105	30	90	42	42	2	33	3	16
"PARD6G-AS1"	0	0	5	3	0	0	1	0	0
"LOC100133331"	0	0	0	0	0	0	0	0	0
"LINC01001"	0	0	0	0	0	0	0	0	0
"LINC01502"	0	0	0	0	0	0	0	0	0
"LINC01002"	0	0	0	0	0	0	0	2	0
"LOC339529"	0	0	0	0	0	0	0	0	0
"LOC286114"	0	0	0	0	0	0	0	0	0
"LINC00882"	56	0	36	0	0	0	2	0	4
"LINC00883"	0	0	0	0	0	0	0	0	0
"SNORD114-31"	0	0	6	0	0	0	0	0	0
"NTRK3"	262	5	224	65	229	83	52	178	206
"TCL6"	0	0	0	0	0	0	0	0	0
"GABARAPL3"	0	0	0	0	0	0	0	0	0
"LOC100288778"	0	0	0	0	0	0	0	0	0
"PCNAP1"	0	0	0	0	0	0	0	0	0
"LOC1720"	0	0	0	0	0	0	0	0	0
"SPATA41"	0	0	10	0	15	0	0	0	16
"LINC00936"	0	0	0	0	0	0	0	0	0
"SLC26A4-AS1"	0	0	0	0	0	0	0	0	0
"GUCY2GP"	0	0	0	0	0	0	0	0	0
"CALHM2"	0	0	0	0	0	0	0	0	0
"UXT-AS1"	0	0	0	0	0	0	0	0	0
"MIR146A"	0	0	0	0	0	0	0	0	0
"CTSLP8"	0	0	0	0	0	0	0	0	18
"LPAL2"	0	0	0	0	0	0	0	0	0
"NBEAP1"	1	0	0	0	0	0	0	0	0
"DMTF1"	112	1	72	3	88	7	56	3	44
"SERPINB9P1"	0	0	0	0	0	0	9	0	0
"FAM83H-AS1"	0	0	0	0	0	0	0	0	0
"WDR11-AS1"	0	0	1	0	0	0	0	0	0
"MIR3141"	0	0	0	0	0	0	0	0	0
"FLJ37035"	0	0	0	0	0	0	0	0	0
"LINC00841"	0	0	0	0	0	0	0	0	0
"LOC653712"	0	0	0	0	0	0	0	0	0
"LINC00656"	0	0	0	0	0	0	0	0	0
"UBQLN4"	12	0	7	0	0	0	2	0	2
"LOC442132"	0	0	0	0	0	0	0	0	0
"LINC00891+LOC100132741"	0	0	0	0	0	0	0	0	0
"LINC00921"	0	0	9	0	0	0	0	0	0
"LOC283299"	0	0	0	0	0	0	0	0	0
"HIST2H2BC"	0	0	0	0	0	0	0	0	0
"LINC00670"	0	0	0	0	0	0	0	0	0
"LOC100130298"	0	0	0	0	0	0	0	0	0
"MCF2L-AS1"	0	0	0	14	0	0	0	0	0
"MIR188"	0	0	0	0	0	0	0	0	0
"ANKRD30BP3"	0	0	0	0	0	0	0	2	0
"LOC100133461"	0	0	0	0	0	0	0	0	0
"LINC01252"	23	0	22	0	120	3	0	32	0
"LOC284344"	0	0	0	0	0	0	0	0	0
"LINC00939"	0	0	0	0	0	0	0	0	0
"ST8SIA6-AS1"	11	0	34	0	11	0	38	0	29
"POTEKP"	0	0	0	0	0	0	0	0	0
"HTATSF1P2"	0	0	0	0	0	0	0	0	0
"LOC440600"	0	0	0	0	0	0	0	0	0
"MLK7-AS1"	0	0	0	0	0	0	0	0	0
"LOC400958"	0	0	0	0	0	0	0	0	0
"LOC100289650"	0	0	0	0	0	0	0	0	0
"LINC00944"	0	0	0	0	0	0	0	0	0
"LINC00954"	0	0	0	0	0	0	0	0	0
"FLJ20021"	0	0	0	0	0	0	0	0	0
"MIR127"	0	0	0	0	0	0	0	0	0
"MIR374A"	0	0	0	0	0	0	0	0	0
"MIR9-2"	0	0	0	0	0	0	0	0	0
"LOC392232"	0	0	0	0	0	0	0	0	0
"CDRT15P2"	0	0	0	0	0	0	0	0	0
"CYP4F24P"	0	0	0	0	0	0	0	0	0
"FLJ41200"	0	0	0	0	0	0	0	0	0
"LINC00977"	0	0	0	0	0	0	0	0	0
"ORC2"	1	0	25	8	48	1	0	19	16
"ZDHHC8"	4	6	0	5	1	6	24	14	25
"CLDN7"	0	0	0	0	0	0	1	0	0
"C19orf12"	251	37	154	32	240	45	28	77	96
"ARHGAP5-AS1"	20	0	0	13	3	0	0	0	1
"LARGE"	0	0	0	0	0	0	0	0	0
"ASZ1"	0	0	0	0	0	0	0	0	0
"CNKSR1"	0	0	0	0	3	0	0	0	0
"ROBO1"	26	26	36	25	98	0	32	29	14
"LACE1"	0	0	0	0	0	0	0	0	0
"RASGEF1A"	81	1	47	90	52	38	27	73	45
"DGKA"	21	0	4	0	0	0	1	1	0
"LMNTD1"	0	0	0	0	0	0	0	0	0
"FGG"	0	0	0	0	0	0	0	0	0
"GPD2"	104	1	24	9	110	1	108	6	19
"CYB5R3"	441	5	72	51	76	16	79	67	39
"CYP1A1"	0	0	0	0	0	0	0	0	0
"PSMB10"	7	0	4	0	0	0	2	0	3
"REV3L"	46	10	79	1	83	74	50	60	67
"IGBP1P1"	0	0	0	0	0	0	0	0	0
"BCAP31"	131	52	40	53	87	11	26	32	51
"RCHY1"	87	17	74	12	119	56	36	166	44
"ZNF488"	0	0	0	0	0	0	0	0	0
"OSBPL9"	333	22	131	79	24	10	13	111	22
"BOD1L1"	132	2	168	30	143	40	145	22	124
"SVIP"	363	4	106	19	48	131	69	142	106
"WBSCR16"	0	0	0	0	0	0	0	0	0
"TMC1"	0	0	0	0	2	0	7	0	0
"RPP25L"	0	0	24	0	5	2	0	34	0
"KLF14"	0	0	0	0	0	0	0	0	0
"SLC25A21-AS1"	0	0	0	0	0	0	0	0	0
"DMXL2"	769	206	535	150	530	198	85	53	526
"BNC2"	102	7	87	0	85	13	27	1	78
"AGO4"	10	0	23	0	41	0	12	0	5
"MKNK2"	0	21	7	6	0	0	17	0	12
"RDH11"	221	32	178	79	78	48	57	129	156
"UBR2"	43	2	33	12	30	40	64	16	73
"KLHDC4"	2	0	2	0	4	1	7	1	16
"LOC100288846"	0	0	0	0	0	0	0	0	0
"SEZ6L2"	229	29	161	27	106	30	77	131	79
"SPATA31A6"	0	0	0	0	0	0	0	0	0
"WNK2"	109	6	106	10	32	10	24	21	3
"LINC01136"	0	0	0	0	0	0	0	0	0
"LINC00900"	0	0	0	0	0	0	0	0	0
"APCDD1L-AS1"	0	0	0	0	0	0	0	0	0
"ZNF28"	0	0	0	0	6	0	0	1	0
"LINC00664"	0	0	6	0	0	3	0	0	0
"MIR4295"	0	0	0	0	0	0	0	0	0
"LOC340107"	0	0	0	0	0	0	0	0	0
"ZBED5-AS1"	2	0	6	0	0	0	0	0	0
"LOC100507537"	0	0	0	0	0	0	0	0	0
"LINC00299"	4	0	0	0	0	0	17	0	0
"LINC01249"	0	0	0	0	0	0	0	0	0
"LOC400655"	0	0	0	0	0	0	0	0	0
"SPANXA2-OT1"	0	0	0	0	0	0	0	0	0
"LINC00272"	0	0	0	0	0	0	0	0	0
"LOC100499194"	0	0	0	0	0	0	0	0	0
"LINC01191"	0	0	0	0	0	0	0	0	0
"LINC01160"	0	0	0	0	0	0	0	0	0
"LINC00959"	0	0	0	0	0	0	0	0	0
"COMMD6"	43	0	76	2	19	4	55	35	3
"ZNF236"	1	0	15	0	0	9	3	0	9
"ATXN7"	1	0	2	0	0	0	0	0	0
"TDGF1"	0	0	0	0	0	0	0	0	0
"FMN1"	76	3	41	0	10	0	1	1	26
"GOLGA8O"	0	0	0	0	0	0	0	0	0
"C14orf183"	0	0	0	0	0	0	0	0	0
"MIB1"	117	6	56	31	52	5	48	49	112
"C8orf33"	126	0	85	13	102	7	19	19	28
"UBE2Z"	239	2	52	42	57	68	44	2	107
"SLC39A8"	0	0	0	0	0	0	0	0	0
"HIPK2"	236	6	142	25	25	10	91	72	54
"PYCRL"	0	0	0	0	0	0	0	0	0
"HACE1"	7	1	46	9	12	4	6	34	21
"MPPE1"	0	0	0	0	0	0	0	0	0
"ZNF649"	0	1	0	0	0	1	0	2	12
"RGAG1"	0	0	0	0	0	0	0	0	0
"PCDH19"	0	1	1	4	4	0	27	0	0
"UBR4"	242	3	262	12	69	50	70	5	39
"ZSWIM4"	22	0	8	0	3	2	0	0	2
"SERF1A"	0	0	0	0	0	0	0	0	0
"ANKRA2"	14	0	14	0	27	17	0	0	4
"CACNB2"	197	20	110	1	46	105	11	3	3
"EPB41"	4	15	103	0	49	48	60	41	0
"IL6ST"	295	142	148	27	204	63	92	26	435
"COG6"	17	4	9	1	3	15	29	1	56
"XPO5"	32	10	13	1	4	1	2	0	0
"LINC00640"	0	0	0	0	0	0	0	0	0
"ARV1"	63	4	16	0	14	0	14	8	0
"EFCAB6"	1	0	0	0	2	0	0	0	0
"HID1"	143	0	19	4	6	7	5	9	21
"FRMD6-AS1"	0	0	5	0	0	0	0	0	0
"ANKRD20A4"	0	0	6	0	0	1	1	0	0
"RCAN2"	1451	309	688	311	831	653	442	811	1470
"ANAPC13"	250	79	120	44	201	33	85	33	191
"TFR2"	4	0	0	0	3	0	0	0	0
"NLGN4Y"	0	1	17	0	11	4	0	9	46
"RHOBTB1"	1	0	0	0	0	0	0	2	1
"HLA-DRB5"	4	0	0	15	0	0	0	0	0
"AARS"	212	9	26	8	60	9	85	25	60
"F13A1"	0	0	0	0	0	0	0	0	0
"ERCC3"	30	0	21	0	21	0	2	21	9
"EDNRB"	1	5	1	2	1	1	7	1	12
"MIR3156-2"	0	0	0	0	0	0	0	0	0
"MIR3184"	0	0	0	0	0	0	0	0	0
"MIR3183"	0	0	0	0	0	0	0	0	0
"MIR3186"	0	0	0	0	0	0	0	0	0
"MIR3185"	0	0	0	0	0	0	0	0	0
"MIR548W"	0	0	0	0	0	0	0	0	0
"MIR3180-1+MIR3180-2+MIR3180-3"	0	0	0	0	0	0	0	0	0
"MIR3180-3"	0	0	0	0	0	0	0	0	0
"MIR3182"	0	0	0	0	0	0	0	0	0
"MIR3180-2"	0	0	0	0	0	0	0	0	0
"MIR3180-1"	0	0	0	0	0	0	0	0	0
"MIR3177"	0	0	0	0	0	0	0	0	0
"MIR3176"	0	0	0	0	0	0	0	0	0
"MIR3174"	0	0	0	0	0	0	0	0	0
"MIR3178"	0	0	0	0	0	0	0	0	0
"MIR323B"	0	0	0	0	0	0	0	0	0
"MIR1193"	0	0	0	0	0	0	0	0	0
"MIR3175"	0	0	0	0	0	0	0	0	0
"MIR3170"	0	0	0	0	0	0	0	0	0
"MIR3168"	0	0	0	0	0	0	0	0	0
"MIR3167"	0	0	0	0	0	0	0	0	0
"MIR1260B"	0	0	0	0	0	0	0	0	0
"MIR3165"	0	0	0	0	0	0	0	0	0
"MIR3164"	0	0	0	0	0	0	0	0	0
"MIR3163"	0	0	0	0	0	0	0	0	0
"MIR3162"	0	0	0	0	0	0	0	0	0
"MIR3161"	0	0	0	0	0	0	0	0	0
"MIR3160-1"	0	0	0	0	0	0	0	0	0
"MIR3150A"	0	0	0	0	0	0	0	0	0
"MIR3169"	0	0	0	0	0	0	0	0	0
"MIR3158-1+MIR3158-2"	0	0	0	0	0	0	0	0	0
"MIR3156-1"	0	0	0	0	0	0	0	0	0
"MIR3155A"	0	0	0	0	0	0	0	0	0
"MIR3160-2"	0	0	0	0	0	0	0	0	0
"MIR3074"	0	0	0	0	0	0	0	0	0
"MIR3153"	0	0	0	0	0	0	0	0	0
"MIR3144"	0	0	0	0	0	0	0	0	0
"MIR548U"	0	0	0	0	0	0	0	0	0
"MIR3143"	0	0	0	0	0	0	0	0	0
"MIR3142"	0	0	0	0	0	0	0	0	0
"MIR3157"	0	0	0	0	0	0	0	0	0
"MIR3145"	0	0	0	0	0	0	0	0	0
"MIR3130-1+MIR3130-2"	0	0	0	0	0	0	0	0	0
"MIR3152"	0	0	0	0	0	0	0	0	0
"MIR3148"	0	0	0	0	0	0	0	0	0
"MIR548V"	0	0	0	0	0	0	0	0	0
"MIR3146"	0	0	0	0	0	0	0	0	0
"MIR1273C"	0	0	0	0	0	0	0	0	0
"MIR3134"	0	0	0	0	0	0	0	0	0
"MIR378B"	0	0	0	0	0	0	0	0	0
"MIR3133"	0	0	0	0	0	0	0	0	0
"MIR3139"	0	0	0	0	0	0	0	0	0
"MIR3137"	0	0	0	0	0	0	0	0	0
"MIR3132"	0	0	0	0	0	0	0	0	0
"MIR3136"	0	0	0	0	0	0	0	0	0
"MIR3135A"	0	0	0	0	0	0	0	0	0
"MIR3129"	0	0	0	0	0	0	0	0	0
"MIR3127"	0	0	0	0	0	0	0	0	0
"MIR3131"	0	0	0	0	0	0	0	0	0
"MIR3126"	0	0	0	0	0	0	0	0	0
"MIR3125"	0	0	0	0	0	0	0	0	0
"MIR548S"	0	0	0	0	0	0	0	0	0
"MIR3124"	0	0	0	0	0	0	0	0	0
"MIR3122"	0	0	0	0	0	0	0	0	0
"C3orf79"	0	0	0	0	0	0	0	0	0
"FAM89B"	0	0	14	3	18	1	10	9	16
"IGF1R"	90	52	21	24	76	5	18	47	95
"IFNAR2"	0	0	0	0	0	0	0	0	0
"HTR6"	0	0	0	0	0	0	0	0	0
"NEUROG2"	0	0	0	0	0	0	0	0	0
"PSG2"	0	0	0	0	0	0	0	0	0
"IFNA1"	0	0	0	0	0	0	0	0	0
"HTR5A"	2	5	9	0	1	1	23	1	87
"CDK11A"	0	0	0	0	0	0	0	0	0
"HOXB9"	0	0	0	0	0	0	0	0	0
"COPB1"	135	27	27	38	165	70	57	95	50
"LFNG"	0	0	7	0	0	0	0	0	0
"CSN1S1"	0	0	0	0	0	0	0	0	0
"ACIN1"	55	0	70	6	33	9	28	84	23
"NUTM2G"	0	0	0	0	0	0	0	0	0
"ARAF"	0	0	0	0	0	0	2	7	0
"KDM5B"	75	0	55	4	45	30	18	18	10
"TPSG1"	0	0	0	0	0	0	0	0	0
"NCOR1"	109	4	191	29	83	40	93	59	110
"NES"	0	1	0	0	0	0	0	5	0
"MAP3K2"	139	1	69	19	15	35	47	41	142
"PSD4"	0	0	1	0	0	0	0	0	3
"TIAM2"	32	6	3	4	0	0	6	1	0
"KAT6A"	124	0	20	14	37	1	30	27	6
"SLC13A4"	0	0	0	0	0	0	0	0	0
"STEAP1"	0	0	0	0	0	0	0	1	6
"DAOA"	0	0	0	0	0	0	0	0	0
"RASGRP4"	0	0	0	0	0	0	0	0	0
"ZNF671"	0	0	18	0	16	7	1	8	0
"SMYD4"	0	0	16	0	24	0	4	11	2
"KAT8"	4	0	1	3	4	0	5	4	26
"SYDE2"	4	3	30	0	2	0	0	7	6
"PWWP2A"	1	2	40	3	89	12	5	7	13
"ZNRF3"	0	1	0	1	2	0	2	6	0
"ATRIP"	0	0	0	0	10	0	0	0	0
"MYCBPAP"	0	0	0	0	0	0	0	0	0
"PCGF6"	19	0	1	0	5	1	2	0	1
"ZIC4"	0	0	2	0	0	0	0	0	0
"PCBD2"	5	0	5	12	0	0	2	0	66
"C4orf17"	0	0	0	0	0	0	0	0	0
"CT45A7"	0	0	0	0	0	0	0	0	0
"RHPN1"	2	0	9	9	0	0	8	0	20
"ZFP91"	42	2	26	18	4	35	75	34	10
"STOML3"	0	0	0	0	0	0	0	1	0
"HIPK1-AS1"	0	0	0	0	0	0	0	0	0
"LOC101928295"	0	0	0	0	0	0	0	0	0
"NXNL2"	0	0	0	0	0	0	0	0	0
"MOB3C"	18	0	0	0	0	3	0	0	4
"METTL21A"	54	0	27	5	1	1	3	8	90
"C17orf50"	0	0	0	0	0	0	0	0	0
"ZNF688"	2	0	14	4	5	0	6	3	18
"RAB30"	106	49	113	26	241	0	74	73	250
"CLN3"	0	0	1	0	0	0	3	1	0
"CCL5"	0	0	0	0	0	0	15	0	0
"HERC1"	364	96	199	91	226	190	107	82	117
"ASXL3"	10	0	26	5	77	10	57	10	27
"SLC2A2"	0	0	0	0	0	0	0	0	0
"ZKSCAN8"	4	0	33	11	37	0	9	0	5
"IL15RA"	0	0	0	0	0	0	0	0	0
"POLD2"	1	0	33	0	1	0	0	9	3
"OTUB1"	60	20	29	18	40	0	37	47	15
"CCDC132"	0	0	0	0	0	0	0	0	0
"MIR4706"	0	0	0	0	0	0	0	0	0
"HSDL2"	105	2	9	5	7	1	3	1	0
"PSMG3"	95	4	34	7	28	1	26	39	65
"CLIP4"	96	3	70	54	98	41	48	10	74
"LOC100128233"	0	0	0	0	0	0	0	0	0
"PPME1"	175	8	63	85	141	18	54	28	33
"BLOC1S2"	171	28	92	16	111	25	71	58	107
"HSPH1"	819	159	529	736	474	224	222	488	968
"FUT8-AS1"	0	0	0	0	0	0	0	0	0
"SRCAP"	10	0	3	0	1	0	0	0	2
"TUBGCP2"	37	19	31	28	41	0	9	56	18
"CLPX"	20	0	6	4	32	0	7	0	71
"PPP1R17"	59	0	1	0	0	42	0	0	0
"FTCD"	0	0	0	0	0	0	1	0	0
"FRS2"	19	0	5	0	3	0	37	0	6
"FRS3"	50	5	25	3	3	0	0	20	0
"NRSN2"	48	14	38	0	5	5	5	44	7
"OBFC1"	0	0	0	0	0	0	0	0	0
"NR0B2"	0	0	0	0	0	0	0	0	0
"RNF123"	0	0	0	0	0	0	0	0	0
"NAP1L2"	353	191	609	62	438	481	284	564	889
"GPR157"	0	0	0	0	0	0	3	0	2
"TOE1"	0	0	0	0	2	22	0	0	0
"TEAD1"	69	1	26	32	0	7	6	44	23
"GRIK2"	50	1	41	9	71	71	16	0	2
"PPP1R11"	17	0	74	1	13	28	13	0	11
"NXF2+NXF2B"	0	0	0	0	0	0	0	0	0
"TRIM52"	18	0	5	2	0	0	53	24	10
"ZNF496"	0	0	0	0	4	0	0	0	0
"ABHD14B"	0	0	1	0	0	0	1	0	0
"PANK2"	62	1	53	8	19	4	19	58	37
"SLC8B1"	0	0	0	0	0	0	1	0	5
"CTC1"	9	2	24	0	0	0	8	2	7
"SEMA6D"	643	126	980	338	851	316	321	391	348
"ATHL1"	0	0	0	0	0	0	0	0	0
"PLCD4"	1	0	1	3	0	0	14	8	6
"AGPAT9"	0	0	0	0	0	0	0	0	0
"PYROXD2"	0	0	0	0	6	0	1	11	0
"NAA11"	0	0	0	0	0	0	0	0	0
"SUV420H2"	0	0	0	0	0	0	0	0	0
"USP36"	61	3	37	0	32	1	20	6	7
"CYHR1"	0	0	8	0	13	0	3	6	11
"LIPI"	0	0	0	0	0	0	0	0	0
"ADAM21P1"	0	0	0	0	0	0	0	0	0
"RAP1GAP2"	102	31	67	23	40	17	26	50	49
"LRRD1"	0	0	0	0	0	0	1	0	0
"COG5"	4	1	4	5	18	0	33	5	5
"GXYLT2"	1	0	0	0	0	0	4	0	0
"GPATCH8"	35	0	107	16	86	14	57	25	13
"SNHG3"	0	0	6	7	3	0	11	28	0
"MRPS14"	101	2	63	18	58	8	21	4	26
"HERC2P7"	0	0	0	0	0	0	0	0	0
"LINC00987"	0	0	0	0	4	0	0	0	0
"SNORD56B"	0	0	0	0	0	7	0	0	0
"LOC145474"	0	0	0	0	0	0	0	0	0
"GPC3"	0	1	0	2	2	2	1	1	0
"DISC1"	8	0	0	0	0	0	1	0	0
"MUC12"	20	0	0	0	0	0	7	0	8
